sentence,sentence_clean,gold_label,label_id
Impressed,impressed,positive,1
dherai ramro xa kapda...lengh Ali kam xa so thulo height ko girls lai Ali na milna skxa,dherai ramro xa kapda lengh ali kam xa so thulo height ko girls lai ali na milna skxa,positive,1
Calming Tone up sunscream \npathauni maile \nMineral 100 calming  vanyeko,calming tone up sunscream npathauni maile nmineral calming vanyeko,negative,0
2/4din use garera review garaula hai,din use garera review garaula hai,neutral,2
As expected. Tysm 😊,as expected tysm,positive,1
dherai ramro xa,dherai ramro xa,positive,1
Design rw build tw thikai ho twrw size chai lastai sano vo yrr vai lai diyey mailey tw hyaa!,design rw build tw thikai ho twrw size chai lastai sano vo yrr vai lai diyey mailey tw hyaa,negative,0
I love this product bt 4 ota ko thauma 3 ota matrai aayo kin euta chai pathauna  vuleko jasto xa 😔,i love this product bt ota ko thauma ota matrai aayo kin euta chai pathauna vuleko jasto xa,positive,1
"Halda auta side matra balyo,but remote le kam garena",halda auta side matra balyo but remote le kam garena,negative,0
"An okay... pasal ma leko Vaya ramrai quality authyo... Purano thotro stock vidayara swastha sanga khelbad garne online Lai kada karbahi garnai parxa, hamile ya Yo Daraaz ko consumer group le. vayana yasto",an okay pasal ma leko vaya ramrai quality authyo purano thotro stock vidayara swastha sanga khelbad garne online lai kada karbahi garnai parxa hamile ya yo daraaz ko consumer group le vayana yasto,negative,0
2xl leko. thulo vayo. XL size sanga exchange garna milxa?,xl leko thulo vayo xl size sanga exchange garna milxa,negative,0
damii,damii,positive,1
gajab,gajab,positive,1
Build quality ramro xw🌙\nDelivery chai ali dhila gardinu vayo🫡\nTwrw saman ramro xw worth it💰,build quality ramro xw ndelivery chai ali dhila gardinu vayo ntwrw saman ramro xw worth it,positive,1
cover ta thikai xa delievery charge badi vayo.,cover ta thikai xa delievery charge badi vayo,neutral,2
dammi,dammi,positive,1
euta ma Ali koreko raixa dotpen le... tei Pani thikai xa...,euta ma ali koreko raixa dotpen le tei pani thikai xa,positive,1
"duplicate saman pathayo, so disappointed kaam xaina chor haru...",duplicate saman pathayo so disappointed kaam xaina chor haru,negative,0
Book thik xa😀,book thik xa,positive,1
546 Rupee Liyer NA Ramamro Cover Pathaeko Chh\nMatra Chorne Kam Chh Yo,rupee liyer na ramamro cover pathaeko chh nmatra chorne kam chh yo,negative,0
ekdam ramro lagyo❤️ delivery ni fast vayo sabai lay kinnu haii fully  satisfied xa❤️🥰,ekdam ramro lagyo delivery ni fast vayo sabai lay kinnu haii fully satisfied xa,positive,1
ekdam ramro lagyo ...review herera kineko...perfectly packed and delivered on time.,ekdam ramro lagyo review herera kineko perfectly packed and delivered on time,positive,1
ekdam ramro !!,ekdam ramro,positive,1
Budget Anusar Mic Chahi Best Xa Hai ......\nsound Quality Best Lagyo,budget anusar mic chahi best xa hai nsound quality best lagyo,positive,1
Herda ramro xa use garepaxi will edit,herda ramro xa use garepaxi will edit,neutral,2
Ekdam ramro lagyo.\n,ekdam ramro lagyo n,positive,1
3 hour suruma chalx ani 1 hrs chalx,hour suruma chalx ani hrs chalx,negative,0
ekdam ramro lagyo❤️ delivery ni fast vayo sabai lay kinnu haii fully  satisfied xa❤️🥰,ekdam ramro lagyo delivery ni fast vayo sabai lay kinnu haii fully satisfied xa,positive,1
herda chhahi ramro lagyo Tara scooter ma chhahi fit nahola jasto xa ta,herda chhahi ramro lagyo tara scooter ma chhahi fit nahola jasto xa ta,neutral,2
damaged raixa repement garnu paryohh \n\nline nai aayanaa \n9843557301,damaged raixa repement garnu paryohh n nline nai aayanaa n,negative,0
good ramro xa prize anusarko,good ramro xa prize anusarko,positive,1
dami xa,dami xa,positive,1
Euta saman order garda arko saman pathauna vayena ni,euta saman order garda arko saman pathauna vayena ni,negative,0
Foto chha Megaslim..Saman aayo Meghaslim...Lets see quality kasto chha,foto chha megaslim saman aayo meghaslim let us see quality kasto chha,positive,1
euta roller nai niskeko raixa....totally dissapointed,euta roller nai niskeko raixa totally dissapointed,negative,0
derai tight xa phone halna garo xa but thikxa kam chalau sasto wala,derai tight xa phone halna garo xa but thikxa kam chalau sasto wala,negative,0
defected,defected,negative,0
Halka damaged raixa but overall ramro lageyo,halka damaged raixa but overall ramro lageyo,neutral,2
Ekdam Dami product lagyo malai thanks daraz🤝,ekdam dami product lagyo malai thanks daraz,positive,1
Dami xa kta ho kinda hunxa😚🔥,dami xa kta ho kind of hunxa,positive,1
Dami👊🩸,dami,positive,1
10 layers vanera 3layers pathayeko ani 3 layera ko ne 3ta dandi kaam tyo,layers vanera layers pathayeko ani layera ko ne ta dandi kaam tyo,negative,0
babal,babal,positive,1
expectations vs reality,expectations vs reality,negative,0
"Haina k ho esto? Chamal order gareko , tapaiharu vane malai Gahat daal pathaidine?🤦🏽🤦🏽🤦🏽",haina k ho esto chamal order gareko tapaiharu vane malai gahat daal pathaidine,negative,0
I loved it\ntq daraz,i loved it ntq daraz,positive,1
Ekdamai ramro product xa🥰🥰❤️,ekdamai ramro product xa,positive,1
70cm ko diyo quality ramrai xa,cm ko diyo quality ramrai xa,positive,1
Back side ma 2 thauma bhacheko chha\nBase ni fix thiyena.. \nKatti patak return garne ho daraz lae saman kindae return gardae basne ho..,back side ma thauma bhacheko chha nbase ni fix thiyena nkatti patak return garne ho daraz lae saman kindae return gardae basne ho,negative,0
dami lagyo ekdam thik xa ☺️,dami lagyo ekdam thik xa,positive,1
auta matra charger aio  yeto garnu bhaiena ne hajur  \narko ko pani charger pathaunu paro,auta matra charger aio yeto garnu bhaiena ne hajur narko ko pani charger pathaunu paro,negative,0
"Haina k ho esto? Chamal order gareko , tapaiharu vane malai Gahat daal pathaidine?🤦🏽🤦🏽🤦🏽",haina k ho esto chamal order gareko tapaiharu vane malai gahat daal pathaidine,negative,0
babal xa,babal xa,positive,1
harayo yaar…tension vayo,harayo yaar tension vayo,positive,1
duita oder garya euta thulo euto alik sano aayeaxa rani thikai chha,duita oder garya euta thulo euto alik sano aayeaxa rani thikai chha,positive,1
Budget Anusar Mic Chahi Best Xa Hai ......\nsound Quality Best Lagyo,budget anusar mic chahi best xa hai nsound quality best lagyo,positive,1
Ekdamei Raamro xa.,ekdamei raamro xa,positive,1
I loved it\ntq daraz,i loved it ntq daraz,positive,1
ekdam ramro product ❤️,ekdam ramro product,positive,1
bigreko saman pathayechha fataha raichha,bigreko saman pathayechha fataha raichha,negative,0
gajab,gajab,positive,1
Halka damaged raixa but overall ramro lageyo,halka damaged raixa but overall ramro lageyo,neutral,2
Baal daami xa yo product...dhukka vayera order Garda hunxa,baal daami xa yo product dhukka vayera order garda hunxa,positive,1
gr8,gr,positive,1
derai tight xa phone halna garo xa but thikxa kam chalau sasto wala,derai tight xa phone halna garo xa but thikxa kam chalau sasto wala,negative,0
ekdamai ramro cha best quality xa. tara ringlight  socheko jati thulo xaina sano xa\n ani stand pani 7 fit samma gayena.tara pani thikai xa aaba dekhi yesto nahos🫴♥️,ekdamai ramro cha best quality xa tara ringlight socheko jati thulo xaina sano xa n ani stand pani fit samma gayena tara pani thikai xa aaba dekhi yesto nahos,positive,1
Color ni mithoo ramrooo xa,color ni mithoo ramrooo xa,positive,1
dherai ramro  xa tq,dherai ramro xa tq,positive,1
Euta saman order garda arko saman pathauna vayena ni,euta saman order garda arko saman pathauna vayena ni,negative,0
Dharaiiiiiiiiiiii ramro xa ♥️ \nThank you daraz 🤝,dharaiiiiiiiiiiii ramro xa nthank you daraz,positive,1
Derai Ramro,derai ramro,positive,1
Design rw build tw thikai ho twrw size chai lastai sano vo yrr vai lai diyey mailey tw hyaa!,design rw build tw thikai ho twrw size chai lastai sano vo yrr vai lai diyey mailey tw hyaa,negative,0
dagg lako pathako cha kasto kya Kati careless vako ??herera pathauna garo hunxa ho?,dagg lako pathako cha kasto kya kati careless vako herera pathauna garo hunxa ho,negative,0
Daaami,daaami,positive,1
dami,dami,positive,1
expired saman patauxha,expired saman patauxha,negative,0
"be careful guys,... duplicate product paryo hai mero ta....fokat 6000 chuna lounu khoje ra chan....tapai haru na jhukinus..",be careful guys duplicate product paryo hai mero ta fokat chuna lounu khoje ra chan tapai haru na jhukinus,negative,0
At least colourful pathaunu vako vaye hunthyo.. white pathaidinu vayexa.. bt thikai xa,at least colourful pathaunu vako vaye hunthyo white pathaidinu vayexa bt thikai xa,positive,1
dami lago😍❤️\nvalue for money,dami lago nvalue for money,positive,1
dherai ramro  xa tq,dherai ramro xa tq,positive,1
ekdamaie sasto ani ramro,ekdamaie sasto ani ramro,positive,1
I wasn't expecting that gel 🤭🤭\nmailey Aja matra Saman pauni bittikai use gareko thiye ekdam man paryo aba heram Alli paxi samma Kasto banauxa vanerw🤭❤️\nmalai packaging ekdam man paryo ❤️❤️,i was not expecting that gel nmailey aja matra saman pauni bittikai use gareko thiye ekdam man paryo aba heram alli paxi samma kasto banauxa vanerw nmalai packaging ekdam man paryo,positive,1
dagg lako pathako cha kasto kya Kati careless vako ??herera pathauna garo hunxa ho?,dagg lako pathako cha kasto kya kati careless vako herera pathauna garo hunxa ho,negative,0
1 year paxi bigryo,year paxi bigryo,negative,0
Foto chha Megaslim..Saman aayo Meghaslim...Lets see quality kasto chha,foto chha megaslim saman aayo meghaslim let us see quality kasto chha,positive,1
book ramro xa but mero ma pg 135 dekhi 512 samma gayev raixa and 512 dekhi last samma book nai double xa \nreturn mageko xu \n\nferi order garda ramro rw complete aahoss,book ramro xa but mero ma pg dekhi samma gayev raixa and dekhi last samma book nai double xa nreturn mageko xu n nferi order garda ramro rw complete aahoss,negative,0
dammi,dammi,positive,1
10 layers vanera 3layers pathayeko ani 3 layera ko ne 3ta dandi kaam tyo,layers vanera layers pathayeko ani layera ko ne ta dandi kaam tyo,negative,0
ekdam ramro lagyu malai Yu products. feri malai order garnu xa Tara ahile Xena rhahexa. product ekdam ramro xa thankyou daraz. plz I want this product more.,ekdam ramro lagyu malai yu products feri malai order garnu xa tara ahile xena rhahexa product ekdam ramro xa thankyou daraz plz i want this product more,positive,1
Goldstar shoes never dissapoints me. Fits perfectly.,goldstar shoes never dissapoints me fits perfectly,positive,1
Aakdam ramro xa 🫣,aakdam ramro xa,positive,1
defected,defected,negative,0
45 cm khasai ramro na hola coz ali sano nai lagxa lagaudaa,cm khasai ramro na hola coz ali sano nai lagxa lagaudaa,negative,0
ekdam ramro xa thank you ❤️,ekdam ramro xa thank you,positive,1
ekdam ramro battery,ekdam ramro battery,positive,1
2xl leko. thulo vayo. XL size sanga exchange garna milxa?,xl leko thulo vayo xl size sanga exchange garna milxa,negative,0
2 din mai bigriyo .,din mai bigriyo,negative,0
ekdam ramro battery,ekdam ramro battery,positive,1
"amazing products😊\nThanks,👌",amazing products nthanks,positive,1
ek dam damii xah jasto vniko thiya tesatai aako xah,ek dam damii xah jasto vniko thiya tesatai aako xah,positive,1
dherai ramro lagyo !,dherai ramro lagyo,positive,1
dherai ramro xa very nice ramro lagyo,dherai ramro xa very nice ramro lagyo,positive,1
awaesome product पहिलो पटक दराज बाट कुनै सामान अर्डर गरेको दोस्रो दिनमै KTM बाट धनगढी पुगेको । गिजरमा पानिको प्रेसर नपुग्ने समस्या थियो समाधान भयो । धन्यबाद,awaesome product ktm,positive,1
Halka damaged raixa but overall ramro lageyo,halka damaged raixa but overall ramro lageyo,neutral,2
duita oder garya euta thulo euto alik sano aayeaxa rani thikai chha,duita oder garya euta thulo euto alik sano aayeaxa rani thikai chha,positive,1
Daami xa price anusar,daami xa price anusar,positive,1
Ali sano size lagiyo taraha ramro6,ali sano size lagiyo taraha ramro,positive,1
120 kg lai hunna dai lai gift dinu paro 😂😂😂,kg lai hunna dai lai gift dinu paro,neutral,2
Dammi xa products gaming ko lagi chai babal hune raixa fan noise ni teti saro xaina,dammi xa products gaming ko lagi chai babal hune raixa fan noise ni teti saro xaina,positive,1
Derai Ramro,derai ramro,positive,1
derai tight xa phone halna garo xa but thikxa kam chalau sasto wala,derai tight xa phone halna garo xa but thikxa kam chalau sasto wala,negative,0
"app ma connect nai hudaina, kvako ho",app ma connect nai hudaina kvako ho,negative,0
cute lago ramro xa but on nai vayen,cute lago ramro xa but on nai vayen,positive,1
Ekdam ramro lagyo...color pani vaneko jasto pathaunuvo.thank you...,ekdam ramro lagyo color pani vaneko jasto pathaunuvo thank you,positive,1
Herda ramro xa use garepaxi will edit,herda ramro xa use garepaxi will edit,neutral,2
charge vaxain\nreturn garne xu,charge vaxain nreturn garne xu,negative,0
dammi lagyo,dammi lagyo,positive,1
auta matra charger aio  yeto garnu bhaiena ne hajur  \narko ko pani charger pathaunu paro,auta matra charger aio yeto garnu bhaiena ne hajur narko ko pani charger pathaunu paro,negative,0
Dami xa saman j hos socheko jatikoma,dami xa saman j hos socheko jatikoma,positive,1
Halka damaged raixa but overall ramro lageyo,halka damaged raixa but overall ramro lageyo,neutral,2
Ek dam ramro layo 3 set magaye ☺️🙏,ek dam ramro layo set magaye,positive,1
dami xa aaile samma 1 months vayo use garako,dami xa aaile samma months vayo use garako,positive,1
alik sadaie stable banauna tight garna parcha .natra atu accetable,alik sadaie stable banauna tight garna parcha natra atu accetable,neutral,2
"Gemei Order gareko Geemy aayo, yo fraud vayana Ra?",gemei order gareko geemy aayo yo fraud vayana ra,negative,0
alik sadaie stable banauna tight garna parcha .natra atu accetable,alik sadaie stable banauna tight garna parcha natra atu accetable,neutral,2
ekdam ramro chha hajur le Pani dhukka Saath kinda hunxa,ekdam ramro chha hajur le pani dhukka saath kind of hunxa,positive,1
full charge huna 5 hour lagxa malai chahi manparyo,full charge huna hour lagxa malai chahi manparyo,positive,1
"An okay... pasal ma leko Vaya ramrai quality authyo... Purano thotro stock vidayara swastha sanga khelbad garne online Lai kada karbahi garnai parxa, hamile ya Yo Daraaz ko consumer group le. vayana yasto",an okay pasal ma leko vaya ramrai quality authyo purano thotro stock vidayara swastha sanga khelbad garne online lai kada karbahi garnai parxa hamile ya yo daraaz ko consumer group le vayana yasto,negative,0
dami lagyo 😊,dami lagyo,positive,1
Ekdami fast ekdami ramro❤️\nHdd btw irritate vako thiye aaile khusi xu🥀 Thanks..,ekdami fast ekdami ramro nhdd by the way irritate vako thiye aaile khusi xu thanks,positive,1
ekdamai ramro xa 😍,ekdamai ramro xa,positive,1
"11.11 ko offer ma bhanera liyeko thiye 2200 pareko thiyo ahile no offer time ma 1990 ma cha. )): \nProduct ta ramrai aayeko cha. Blade fit garna garo bhairaheko cha. Use kasto huncha, kati samaye ramrari kaam garcha heram. Hope ramro hosh bhanne lageko cha.",ko offer ma bhanera liyeko thiye pareko thiyo ahile no offer time ma ma cha nproduct ta ramrai aayeko cha blade fit garna garo bhairaheko cha use kasto huncha kati samaye ramrari kaam garcha heram hope ramro hosh bhanne lageko cha,neutral,2
Dami xa saman j hos socheko jatikoma,dami xa saman j hos socheko jatikoma,positive,1
12 din mai colour ukeyara gyo,din mai colour ukeyara gyo,negative,0
bag ramro lagyo 👌 pic ma dekhako jastai xa,bag ramro lagyo pic ma dekhako jastai xa,positive,1
chappalharu jathabhabi hunbat sahyog garne rahexa thaukopani upyoghunerahexa malai khusi lagyo thank u daraz ...i am verry happy.,chappalharu jathabhabi hunbat sahyog garne rahexa thaukopani upyoghunerahexa malai khusi lagyo thank you daraz i am verry happy,positive,1
5 ota na chalne aayo thiyo \n45  bhane ramro nai xa,ota na chalne aayo thiyo n bhane ramro nai xa,positive,1
Ekdum man paryo feri magauxu,ekdum man paryo feri magauxu,positive,1
colour  ali chado jany raixa,colour ali chado jany raixa,negative,0
Auta magako arko product aayko tehi pni price different vyko 👎🏻👎🏻👎🏻,auta magako arko product aayko tehi pni price different vyko,negative,0
ekdam ramro lagyu malai Yu products. feri malai order garnu xa Tara ahile Xena rhahexa. product ekdam ramro xa thankyou daraz. plz I want this product more.,ekdam ramro lagyu malai yu products feri malai order garnu xa tara ahile xena rhahexa product ekdam ramro xa thankyou daraz plz i want this product more,positive,1
"hijo vakkhar laptop maa insert gare n aaj chalauda ramrai performance dekhiyako xa\nbut 1 yrs warranty vane pni warrenty card chai xaina pathayako , sirf bill xa",hijo vakkhar laptop maa insert gare n aaj chalauda ramrai performance dekhiyako xa nbut yrs warranty vane pni warrenty card chai xaina pathayako sirf bill xa,negative,0
"Blue ma linw khojeko xaina raixa, yoo colour taii ho dirt dekinxa. Tara bag chai ramro xa kinda hunxa ☺️ 5/5",blue ma linw khojeko xaina raixa yoo colour taii ho dirt dekinxa tara bag chai ramro xa kind of hunxa,positive,1
Halka thulo vako vaye ajhai ramro hunthyo milauna sajilo hunthyo.bt Nt bad ramro xa pic jastai same xa aba dhoye quality kasto xa thaha hunxa,halka thulo vako vaye ajhai ramro hunthyo milauna sajilo hunthyo bt nt bad ramro xa pic jastai same xa aba dhoye quality kasto xa thaha hunxa,positive,1
Ali sano size lagiyo taraha ramro6,ali sano size lagiyo taraha ramro,positive,1
544 Rupee Liyer NA Ramamro Cover Pathaeko Chh\nMatra Chorne Kam Chh Yo,rupee liyer na ramamro cover pathaeko chh nmatra chorne kam chh yo,negative,0
babal x ramro lagyoo but socheko jsto chai thiyeno,babal x ramro lagyoo but socheko jsto chai thiyeno,positive,1
Halka damaged raixa but overall ramro lageyo,halka damaged raixa but overall ramro lageyo,neutral,2
As expected. Tysm 😊,as expected tysm,positive,1
euta perfume order garda arko pathaidinxa yaarr,euta perfume order garda arko pathaidinxa yaarr,negative,0
delivery pani ramrai xa.kai futeko xaina. sunglasses ko quality ramrai xa . bataa pani sangai auuxa,delivery pani ramrai xa kai futeko xaina sunglasses ko quality ramrai xa bataa pani sangai auuxa,positive,1
alikati majjale stretch bhayera nabasni raixa ani waterproof bhayera hola raincoat lite feel hunxa,alikati majjale stretch bhayera nabasni raixa ani waterproof bhayera hola raincoat lite feel hunxa,neutral,2
Color ni mithoo ramrooo xa,color ni mithoo ramrooo xa,positive,1
gum ramro zaina baki ta jsto hunu parne tyestai xa,gum ramro zaina baki ta jsto hunu parne tyestai xa,negative,0
dammi,dammi,positive,1
daami,daami,positive,1
ghar jastai taste xa manparyo 👍,ghar jastai taste xa manparyo,positive,1
danako quality  ramro xainw,danako quality ramro xainw,negative,0
5001000 ko note nai naaatdo raix ta \nLina matrai vayo,ko note nai naaatdo raix ta nlina matrai vayo,negative,0
Eauta thulo Eauta sano thyo !!\nEautai eautai size ko pathaunu ni!!,eauta thulo eauta sano thyo neautai eautai size ko pathaunu ni,negative,0
"An okay... pasal ma leko Vaya ramrai quality authyo... Purano thotro stock vidayara swastha sanga khelbad garne online Lai kada karbahi garnai parxa, hamile ya Yo Daraaz ko consumer group le. vayana yasto",an okay pasal ma leko vaya ramrai quality authyo purano thotro stock vidayara swastha sanga khelbad garne online lai kada karbahi garnai parxa hamile ya yo daraaz ko consumer group le vayana yasto,negative,0
alik sano raicha but its great 2 jana lai thikka huncha,alik sano raicha but its great jana lai thikka huncha,neutral,2
book ramro xa but mero ma pg 135 dekhi 512 samma gayev raixa and 512 dekhi last samma book nai double xa \nreturn mageko xu \n\nferi order garda ramro rw complete aahoss,book ramro xa but mero ma pg dekhi samma gayev raixa and dekhi last samma book nai double xa nreturn mageko xu n nferi order garda ramro rw complete aahoss,negative,0
Gooodddd,gooodddd,positive,1
aako saman paraykoxa,aako saman paraykoxa,negative,0
Dami xa,dami xa,positive,1
"Bhaneko size ra color pathaunu bhayo, thankyou\nKapadako quality last time kineko jasto ramro thiyo",bhaneko size ra color pathaunu bhayo thankyou nkapadako quality last time kineko jasto ramro thiyo,positive,1
good. sabbai thik xa. As expected.,good sabbai thik xa as expected,positive,1
Inaccurate picture description padhnu purchase garnu aagadi pura purple xa bhenta jasto 😑😑,inaccurate picture description padhnu purchase garnu aagadi pura purple xa bhenta jasto,negative,0
Charge Dherai tikdina Aru sabai thik xa❤️,charge dherai tikdina aru sabai thik xa,neutral,2
dami xa aaile samma 1 months vayo use garako,dami xa aaile samma months vayo use garako,positive,1
dherai ramro  xa tq,dherai ramro xa tq,positive,1
derai tight xa phone halna garo xa but thikxa kam chalau sasto wala,derai tight xa phone halna garo xa but thikxa kam chalau sasto wala,negative,0
ekdam ramro...,ekdam ramro,positive,1
dami xa,dami xa,positive,1
dami xa,dami xa,positive,1
2 din mai bigriyo .,din mai bigriyo,negative,0
Dami👊🩸,dami,positive,1
color arkai diyo,color arkai diyo,negative,0
5001000 ko note nai naaatdo raix ta \nLina matrai vayo,ko note nai naaatdo raix ta nlina matrai vayo,negative,0
combo bhanera ek Jor matrai yatti mahango lagayera hidda Pani plastic ko sound aauxa not so pleasant!,combo bhanera ek jor matrai yatti mahango lagayera hidda pani plastic ko sound aauxa not so pleasant,negative,0
Akdm ramro lagyo price anusar product pani ramro xa,akdm ramro lagyo price anusar product pani ramro xa,positive,1
ekdam ramro quality,ekdam ramro quality,positive,1
Dami xa,dami xa,positive,1
Alii sano bhayoo,alii sano bhayoo,negative,0
Akdam ramro cha 😍,akdam ramro cha,positive,1
arigato,arigato,positive,1
dharai ramrow chha bro \nthank you very much,dharai ramrow chha bro nthank you very much,positive,1
5 ota na chalne aayo thiyo \n45  bhane ramro nai xa,ota na chalne aayo thiyo n bhane ramro nai xa,positive,1
"app ma connect nai hudaina, kvako ho",app ma connect nai hudaina kvako ho,negative,0
3 hour suruma chalx ani 1 hrs chalx,hour suruma chalx ani hrs chalx,negative,0
Daami xa price anusar,daami xa price anusar,positive,1
bad quality 1 barsha pani nachilikana dekhauna chadyo. mero data haru sabai gayo.,bad quality barsha pani nachilikana dekhauna chadyo mero data haru sabai gayo,negative,0
Belt केा चैाडाई ajai alike lamo vhako vhya jhan ramro hunthyo.,belt ajai alike lamo vhako vhya jhan ramro hunthyo,negative,0
expired saman patauxha,expired saman patauxha,negative,0
dami xa,dami xa,positive,1
Babal Dami Gps. accurate and have anti theift features,babal dami gps accurate and have anti theift features,positive,1
"dammi dekhiyeko xa, quality Pani ramroo xa,brush soap haru thyakkai milaera rakhne Milne,,,sabailelinda hunxa",dammi dekhiyeko xa quality pani ramroo xa brush soap haru thyakkai milaera rakhne milne sabailelinda hunxa,positive,1
"dami fast chaleko xa tara ssd 128 vanda 256 ko kinda thik hunxa ,mero storage full huna lagi sako  around 50 gb left  ....",dami fast chaleko xa tara ssd vanda ko kind of thik hunxa mero storage full huna lagi sako around gb left,positive,1
Ekdum soche vanda ramro chaa,ekdum soche vanda ramro chaa,positive,1
ekdam ramro lagyo malai hajurharule Pani purchase garda hunxa,ekdam ramro lagyo malai hajurharule pani purchase garda hunxa,positive,1
100 ft vanya xa but extended only upto 75 ft.,ft vanya xa but extended only upto ft,neutral,2
dherai nai sano vo,dherai nai sano vo,negative,0
damiii cha jasto order gareko testaiii sabaii thankyou daraz and pebbles,damiii cha jasto order gareko testaiii sabaii thankyou daraz and pebbles,positive,1
ekdam ramro lagyo ...review herera kineko...perfectly packed and delivered on time.,ekdam ramro lagyo review herera kineko perfectly packed and delivered on time,positive,1
damii nai lagoo,damii nai lagoo,positive,1
18 piece vanera 9 piece matrai pathaunu vayechha.\nScamm,piece vanera piece matrai pathaunu vayechha nscamm,negative,0
3 hour suruma chalx ani 1 hrs chalx,hour suruma chalx ani hrs chalx,negative,0
good but not satisfied.map herna lai mattrai rammro xa vedio banauda dherai halxa,good but not satisfied map herna lai mattrai rammro xa vedio banauda dherai halxa,neutral,2
ekdam ramro lagyu malai Yu products. feri malai order garnu xa Tara ahile Xena rhahexa. product ekdam ramro xa thankyou daraz. plz I want this product more.,ekdam ramro lagyu malai yu products feri malai order garnu xa tara ahile xena rhahexa product ekdam ramro xa thankyou daraz plz i want this product more,positive,1
duita oder garya euta thulo euto alik sano aayeaxa rani thikai chha,duita oder garya euta thulo euto alik sano aayeaxa rani thikai chha,positive,1
fuutako aayo,fuutako aayo,negative,0
"glue lako, chutina lako piece raixa duitai😑😑",glue lako chutina lako piece raixa duitai,negative,0
dammi lagyo,dammi lagyo,positive,1
dherai ramro lagyo. maile aru dherai use gare tara yo babbal lagyo,dherai ramro lagyo maile aru dherai use gare tara yo babbal lagyo,positive,1
Herda ramro xa use garepaxi will edit,herda ramro xa use garepaxi will edit,neutral,2
dami🔥,dami,positive,1
good ramroi cha tara haat bhanda sano raicha☹️,good ramroi cha tara haat bhanda sano raicha,positive,1
euta perfume order garda arko pathaidinxa yaarr,euta perfume order garda arko pathaidinxa yaarr,negative,0
Ekdamai ramro product xa🥰🥰❤️,ekdamai ramro product xa,positive,1
Alikati maila xa but cute,alikati maila xa but cute,neutral,2
Daaami,daaami,positive,1
3 wata pent order garda 2 wata matrai aayo,wata pent order garda wata matrai aayo,negative,0
ekdam ramro lagyo thanku,ekdam ramro lagyo thanku,positive,1
dami xa,dami xa,positive,1
ek dam damii xah jasto vniko thiya tesatai aako xah,ek dam damii xah jasto vniko thiya tesatai aako xah,positive,1
frequent electric shock lagira xa ke garne hola?,frequent electric shock lagira xa ke garne hola,negative,0
eak dam ramro xa hai,eak dam ramro xa hai,positive,1
daami,daami,positive,1
ekdamaie sasto ani ramro,ekdamaie sasto ani ramro,positive,1
"excellent, heavey wt. recommended.",excellent heavey wt recommended,positive,1
grea,grea,positive,1
24 pic vanera 12 pic kina aauxa????\npacket euta matra xa rw 12 pic xa \nkina untrustable huna lagexa daraz?,pic vanera pic kina aauxa npacket euta matra xa rw pic xa nkina untrustable huna lagexa daraz,negative,0
good. sabbai thik xa. As expected.,good sabbai thik xa as expected,positive,1
Bluetooth bigreko parexa check garerw dinu parxa nii,bluetooth bigreko parexa check garerw dinu parxa nii,negative,0
expected vanda dherai ramro❤️❤️❤️❤️,expected vanda dherai ramro,positive,1
2 din mai bigriyo .,din mai bigriyo,negative,0
herda chhahi ramro lagyo Tara scooter ma chhahi fit nahola jasto xa ta,herda chhahi ramro lagyo tara scooter ma chhahi fit nahola jasto xa ta,neutral,2
goodjob,goodjob,positive,1
45 cm khasai ramro na hola coz ali sano nai lagxa lagaudaa,cm khasai ramro na hola coz ali sano nai lagxa lagaudaa,negative,0
good as expected thankyou daraz,good as expected thankyou daraz,positive,1
ekdamaie sasto ani ramro,ekdamaie sasto ani ramro,positive,1
expired saman check garera pathaunu pardaina? beware buyers,expired saman check garera pathaunu pardaina beware buyers,negative,0
euta design ko bhoto xa aauda esto aayo😓,euta design ko bhoto xa aauda esto aayo,negative,0
dami xa aaile samma 1 months vayo use garako,dami xa aaile samma months vayo use garako,positive,1
gooood,gooood,positive,1
Dami… 👌😎❤️,dami,positive,1
"Dukhha Vayera kinda hunxa. Yo range ma yetiko ramro yakdam thick ho. Baliyo ni xah , height anusar adjustable pani xah ramro xah❤️",dukhha vayera kind of hunxa yo range ma yetiko ramro yakdam thick ho baliyo ni xah height anusar adjustable pani xah ramro xah,positive,1
"battery aafai halnuparney raixw , tei mathi used product raixw",battery aafai halnuparney raixw tei mathi used product raixw,negative,0
ekdamai ramro 🥰,ekdamai ramro,positive,1
"Bigreko paryo , charge garda pani on hudaina",bigreko paryo charge garda pani on hudaina,negative,0
Bluetooth bigreko parexa check garerw dinu parxa nii,bluetooth bigreko parexa check garerw dinu parxa nii,negative,0
Dammi xa products gaming ko lagi chai babal hune raixa fan noise ni teti saro xaina,dammi xa products gaming ko lagi chai babal hune raixa fan noise ni teti saro xaina,positive,1
ekdam ramro xa \njadoma kapda dhuna ra vada dhunama ekdam help gareko xa yati price le💗,ekdam ramro xa njadoma kapda dhuna ra vada dhunama ekdam help gareko xa yati price le,positive,1
541 Rupee Liyer NA Ramamro Cover Pathaeko Chh\nMatra Chorne Kam Chh Yo,rupee liyer na ramamro cover pathaeko chh nmatra chorne kam chh yo,negative,0
❤️‍🔥aago,aago,positive,1
Herda ramro lageko thoyo but sab bhuwa jiu ma tasine raixa. 😕,herda ramro lageko thoyo but sab bhuwa jiu ma tasine raixa,negative,0
damii,damii,positive,1
